,id,location.city.name,location.city.normalized_name,location.district.name,location.region.name,location.region.normalized_name,title,price,currency,floor_select,furniture,builttype,m,rooms,rent
0,769573904,Tarnowskie Góry,tarnowskie-gory,,Śląskie,slaskie,"Kawalerka, CENTRUM TG, umeblowana!",1350.0,PLN,4,yes,blok,30,one,1
1,769246779,Łódź,lodz,Śródmieście,Łódzkie,lodzkie,"Kawalerka M2, Łódź Śródmieście ul. Styrska/Lumumby,Uniwersytet Łódzki",1800.0,PLN,4,yes,blok,21,one,600
2,687708867,Lublin,lublin,,Lubelskie,lubelskie,Mini kawalerka NOWA,1650.0,PLN,2,yes,blok,17,one,1
3,635625156,Reda,reda,,Pomorskie,pomorskie,Mieszkanie 38 m2 Reda,2300.0,PLN,1,yes,apartamentowiec,36,two,300
4,770502549,Warszawa,warszawa,Białołęka,Mazowieckie,mazowieckie,"Wynajem od sierpnia, dwupokojowe, Tarchomin",2600.0,PLN,1,yes,blok,35,two,1
5,770502215,Nysa,nysa,,Opolskie,opolskie,Mieszkanie na wynajem w pełni umeblowane,1850.0,PLN,3,yes,blok,50,two,1850
6,770502583,Bydgoszcz,bydgoszcz,,Kujawsko-pomorskie,kujawsko-pomorskie,"3 pokoje, balkon, umeblowane, Osiedle 6 Planet",2500.0,PLN,1,yes,apartamentowiec,66,three,360
7,770502199,Ostrowiec Świętokrzyski,ostrowiec-swietokrzyski,,Świętokrzyskie,swietokrzyskie,Wynajmę mieszkanie 2-pokojowe 60m,1250.0,PLN,2,yes,kamienica,60,two,250
8,770501996,Kłodzko,klodzko,,Dolnośląskie,dolnoslaskie,Wynajmę kawalerke,900.0,PLN,2,yes,blok,26,one,600
9,770490431,Bydgoszcz,bydgoszcz,,Kujawsko-pomorskie,kujawsko-pomorskie,"Wynajmę bezpośrednio 3 pokoje, Bydgoszcz Fordon - osiedle Bajka.",2000.0,PLN,3,yes,blok,61,three,530
10,689640523,Wrocław,wroclaw,Fabryczna,Dolnośląskie,dolnoslaskie,Wynajmę mieszkanie na ul. Rodziewiczowny 49m2 od sierpnia,3000.0,PLN,4,yes,blok,49,two,500
11,766761937,Rzeszów,rzeszow,,Podkarpackie,podkarpackie,"3-pokojowe mieszkanie 60m2 - wysoki standard,  Rzeszów, Kwiatkowskiego",3000.0,PLN,1,yes,blok,60,three,1
12,770501904,Poznań,poznan,Stare Miasto,Wielkopolskie,wielkopolskie,Top Lokalizacja Kawalerka w ścisłym centrum,2400.0,PLN,Parter,yes,kamienica,34,one,1
13,769411577,Kraków,krakow,Prądnik Biały,Małopolskie,malopolskie,Wynajmę mieszkanie os. Gotyk/Prądnik Biały z dużym balkonem,2700.0,PLN,Parter,yes,blok,58,two,620
14,762366820,Bydgoszcz,bydgoszcz,,Kujawsko-pomorskie,kujawsko-pomorskie,Wynajme kawalerka  w Bydgoszczy,1300.0,PLN,2,yes,blok,20,one,400
15,726823216,Katowice,katowice,Śródmieście,Śląskie,slaskie,Nowoczesne mieszkanie do wynajęcia - Katowice Śródmieście 1850+czynsz,1850.0,PLN,2,yes,blok,53,two,500
16,770501323,Kraków,krakow,Krowodrza,Małopolskie,malopolskie,"Kraków Krowodrza, Józefitów",3500.0,PLN,3,no,kamienica,64,three,600
17,766742937,Warszawa,warszawa,Śródmieście,Mazowieckie,mazowieckie,Wynajme mieszkanie Metro Ratusz Arsenał,3700.0,PLN,Parter,yes,blok,35,two,1
18,770094243,Warszawa,warszawa,Bemowo,Mazowieckie,mazowieckie,Wynajmę Atrakcyjne mieszkanie obok Wola Park ; blisko METRA Ulrychów,4000.0,PLN,5,yes,blok,61,two,1
19,769889262,Opalenica,opalenica_69947,,Wielkopolskie,wielkopolskie,Mieszkanie do wynajęcia w centrum Opalenicy,2500.0,PLN,Parter,no,pozostale,50,three,600
20,767368488,Ostrzeszów,ostrzeszow,,Wielkopolskie,wielkopolskie,Mieszkanie 40 m2 do wynajęcia Ostrzeszów,1600.0,PLN,1,yes,wolnostojacy,40,two,400
21,770501054,Łódź,lodz,Polesie,Łódzkie,lodzkie,Wynajmę kawalerkę,1200.0,PLN,1,yes,blok,32,one,500
22,770501008,Wrocław,wroclaw,Fabryczna,Dolnośląskie,dolnoslaskie,Dwupokojowe mieszkanie Muchobór Wielki,2500.0,PLN,2,yes,apartamentowiec,36,two,200
23,770500920,Katowice,katowice,Brynów-cz. Wsch.-Osiedle Zgrzebioka,Śląskie,slaskie,2pok z klimą i garazem 1szy najem wysoki standard od zaraz KLUCZE,2400.0,PLN,5,yes,apartamentowiec,42,two,486
24,755091773,Zblewo,zblewo,,Pomorskie,pomorskie,Nowe mieszkanie do wynajęcia,1850.0,PLN,1,yes,blok,50,three,500
25,651343119,Legnica,legnica,,Dolnośląskie,dolnoslaskie,Mieszkanie 3 pokojowe na Koperniku,1650.0,PLN,9,yes,blok,54,three,500
26,757012074,Łódź,lodz,Śródmieście,Łódzkie,lodzkie,"RENTAROOM.PL Speak Eng Manufaktura,Piotrkowska ul.Zielona",1400.0,PLN,2,yes,blok,22,one,300
27,769425477,Warszawa,warszawa,Ochota,Mazowieckie,mazowieckie,2-pokojowe ciche mieszkanie z oddzielna kuchnia - Ochota,2300.0,PLN,Parter,yes,blok,41,two,2.25
28,770120632,Gniezno,gniezno,,Wielkopolskie,wielkopolskie,Wynajme dwu pokojowe 38m2  po generalnym remoncie,1500.0,PLN,4,yes,blok,38,two,310
29,769348604,Sosnowiec,sosnowiec,,Śląskie,slaskie,Do wynajecia piękna kawalerka w Sosnowcu,1750.0,PLN,1,yes,blok,25,one,1
30,770500126,Kętrzyn,ketrzyn,,Warmińsko-mazurskie,warminsko-mazurskie,Kawalerka Kętrzyn,850.0,PLN,1,yes,blok,30,one,1
31,770500078,Szczytno,szczytno,,Warmińsko-mazurskie,warminsko-mazurskie,Mieszkanie kawalerka 1200 zł,1200.0,PLN,Parter,yes,blok,28,one,200
32,770500066,Warszawa,warszawa,Ursynów,Mazowieckie,mazowieckie,3 osobne pokoje 67 m2 / Ursynów ul. ZWM / Metro Stokłosy / SGGW,3500.0,PLN,3,yes,blok,67,three,1
33,770499934,Katowice,katowice,Kostuchna,Śląskie,slaskie,2 pokoje 42 m2 Bażantów parter ogródek bezposrednio,2200.0,PLN,Parter,yes,apartamentowiec,42,two,300
34,770091103,Mielno,mielno_102051,,Zachodniopomorskie,zachodniopomorskie,Apartament Mielno,260.0,PLN,2,yes,apartamentowiec,38,two,500
35,770499797,Toruń,torun,,Kujawsko-pomorskie,kujawsko-pomorskie,Kawalerka w centrum Torunia na 2 miesiące,1400.0,PLN,1,yes,kamienica,20,one,272
36,590461317,Siedlce,siedlce,,Mazowieckie,mazowieckie,"SIEDLCE DASZYŃSKIEGO - 3 pokojowe, widne, ciepłe, przestronne",1700.0,PLN,Parter,yes,blok,56,three,1
37,770495553,Alwernia,alwernia,,Małopolskie,malopolskie,Wynajmę jednopokojowe mieszkanie w Alwerni,1000.0,PLN,2,yes,blok,36,one,700
38,770499437,Lublin,lublin,,Lubelskie,lubelskie,Apartament ma doby w centrum Lublina na wynajem,200.0,PLN,4,yes,apartamentowiec,55,two,2200
39,770239761,Poznań,poznan,Rataje,Wielkopolskie,wielkopolskie,Apartament z BASENEM i Tarasem = 3 pokoje = klimatyzacja = Poznań,3300.0,PLN,2,yes,apartamentowiec,60,three,300
40,705539015,Bydgoszcz,bydgoszcz,,Kujawsko-pomorskie,kujawsko-pomorskie,NOWE- Komfortowe 2-pokojowe mieszkanie,2200.0,PLN,1,yes,blok,47,two,411.38
41,770241389,Wrocław,wroclaw,Psie Pole,Dolnośląskie,dolnoslaskie,Wynajmę kawalerkę na Wojnowie,2000.0,PLN,Powyżej 10,yes,apartamentowiec,36.06,one,400
42,770499207,Warszawa,warszawa,Targówek,Mazowieckie,mazowieckie,Wynajmę kawalerkę na Targówku,1400.0,PLN,2,yes,blok,34,one,350
43,770499187,Białystok,bialystok,Sienkiewicza,Podlaskie,podlaskie,Mieszkanie 40m2 Apartamenty Jagiellonskie,2500.0,PLN,1,yes,apartamentowiec,40,two,300
44,770498394,Inowrocław,inowroclaw,,Kujawsko-pomorskie,kujawsko-pomorskie,"Rąbin 35m2,2 pokoje 1 piętro wynajmę",1080.0,PLN,3,yes,blok,35,two,400
45,770498680,Katowice,katowice,Wełnowiec-Józefowiec,Śląskie,slaskie,Wynajmę kawalerkę Siemianowice Śląskie,1190.0,PLN,Parter,yes,blok,40,one,900
46,741883341,Lublin,lublin,,Lubelskie,lubelskie,"Mieszkanie 3-pokojowe, Wieniawa, po remoncie, ul. Puławska",2100.0,PLN,3,yes,blok,50,three,200
47,769886638,Warszawa,warszawa,Ochota,Mazowieckie,mazowieckie,Mieszkanie trzypokojowe na Szczęśliwicach,4300.0,PLN,Parter,yes,apartamentowiec,67,three,600
48,770498987,Biłgoraj,bilgoraj,,Lubelskie,lubelskie,wynajem mieszkania,1000.0,PLN,10,yes,blok,45.7,two,350
49,757171112,Gdańsk,gdansk,Przymorze Wielkie,Pomorskie,pomorskie,Mieszkanie 40m2 Przymorze - SOLVO,3200.0,PLN,6,yes,blok,40,two,360
50,770498848,Ząbki,zabki,,Mazowieckie,mazowieckie,Słoneczne mieszkanie ul. Różana,3600.0,PLN,Parter,yes,blok,47,two,400
51,770498833,Szczecin,szczecin,Warszewo,Zachodniopomorskie,zachodniopomorskie,Zadbane mieszkanie w pięknej okolicy,2700.0,PLN,1,yes,blok,64,three,430
52,770382431,Warszawa,warszawa,Białołęka,Mazowieckie,mazowieckie,Mieszkanie na wynajem Warszawa Daniszewska,2500.0,PLN,4,yes,blok,34,two,350
53,770002992,Sosnowiec,sosnowiec,,Śląskie,slaskie,"Wynajem mieszkania 2 pokoje, balkon, Sosnowiec.",1300.0,PLN,2,yes,blok,29,two,400
54,765737732,Warszawa,warszawa,Ochota,Mazowieckie,mazowieckie,Nowe słoneczne Studio Pets friendly | ul. Woronicza 82,2400.0,PLN,1,yes,blok,24.73,one,1
55,753916747,Kępno,kepno,,Wielkopolskie,wielkopolskie,wynajmę mieszkanie,1450.0,PLN,1,yes,blok,32,one,500
56,770499167,Katowice,katowice,Śródmieście,Śląskie,slaskie,"Nowoczesna, jasna kawalerka Żwirki i Wigury",1550.0,PLN,3,yes,kamienica,20,one,600
57,767289192,Lublin,lublin,,Lubelskie,lubelskie,"NORD PARK, 3 sypialnie, przestronne, Świetna lokalizacja.",4500.0,PLN,Parter,yes,apartamentowiec,81,four,250
58,764034576,Kraków,krakow,Prądnik Biały,Małopolskie,malopolskie,Dwupokojowe mieszkanie z balkonem i miejscem postojowym,2150.0,PLN,2,yes,blok,40.5,two,500
59,770498567,Chorzów,chorzow,,Śląskie,slaskie,Mieszkanie do wynajęcia,1200.0,PLN,1,yes,blok,56,two,300
60,770498928,Poznań,poznan,,Wielkopolskie,wielkopolskie,nowa kawalerka na wynajem,2000.0,PLN,3,no,blok,35,one,
61,763932545,Dobrzyń nad Wisłą,dobrzyn-nad-wisla,,Kujawsko-pomorskie,kujawsko-pomorskie,Wynajem mieszkania,500.0,PLN,Parter,no,blok,40,two,
62,740224671,Szczecin,szczecin,Centrum,Zachodniopomorskie,zachodniopomorskie,"Wynajem mieszkania w centrum Szczecina, ul. Tenisowa",3600.0,PLN,,yes,apartamentowiec,58,three,
63,746122560,Bydgoszcz,bydgoszcz,,Kujawsko-pomorskie,kujawsko-pomorskie,Leśne mini kawalerka 1150zł ul.Świerkowa Parter świetna lokalizacja,1150.0,PLN,,yes,blok,14,one,
64,759633222,Gdańsk,gdansk,Przymorze Małe,Pomorskie,pomorskie,Studio pet friendly Przymorze | od zaraz,2380.0,PLN,2,yes,blok,23,one,240
65,764573416,Warszawa,warszawa,Wola,Mazowieckie,mazowieckie,Metro Płocka_Wyjątkowa kawalerka 35m2_okna na 3 strony,2700.0,PLN,2,yes,apartamentowiec,35,one,400
66,768628145,Szczecin,szczecin,Niebuszewo,Zachodniopomorskie,zachodniopomorskie,Mieszkanie Szczecin Centrum,2200.0,PLN,1,yes,kamienica,60,two,300
67,763932545,Dobrzyń nad Wisłą,dobrzyn-nad-wisla,,Kujawsko-pomorskie,kujawsko-pomorskie,Wynajem mieszkania,500.0,PLN,3,no,blok,40,two,250
68,740224671,Szczecin,szczecin,Centrum,Zachodniopomorskie,zachodniopomorskie,"Wynajem mieszkania w centrum Szczecina, ul. Tenisowa",3600.0,PLN,Parter,yes,apartamentowiec,58,three,500
69,746122560,Bydgoszcz,bydgoszcz,,Kujawsko-pomorskie,kujawsko-pomorskie,Leśne mini kawalerka 1150zł ul.Świerkowa Parter świetna lokalizacja,1150.0,PLN,Parter,yes,blok,14,one,300
70,763449292,Brzeziny Nowe,brzeziny-nowe,,Śląskie,slaskie,Pokoje (2+2+3) w Apartamencie,1000.0,PLN,3,yes,apartamentowiec,20,four,1000
71,613923385,Poznań,poznan,Stare Miasto,Wielkopolskie,wielkopolskie,Kawalerka do wynajecia Piekary 33 m,1350.0,PLN,3,yes,apartamentowiec,33,one,550
72,770497974,Białystok,bialystok,Centrum,Podlaskie,podlaskie,Wynajem mieszkania centrum,1350.0,PLN,6,yes,blok,55,two,460
73,770497769,Warszawa,warszawa,Praga-Południe,Mazowieckie,mazowieckie,Do wynajęcia bezpośrednio kawalerka W-wa Praga Południe,1700.0,PLN,4,yes,blok,25,one,1
74,562300542,Rzeszów,rzeszow,,Podkarpackie,podkarpackie,"54m Hetmańska, mieszkanie 3-pokojowe",1500.0,PLN,4,yes,blok,50,three,600
75,770497614,Chorzów,chorzow,,Śląskie,slaskie,"Wynajem, od Właściciela, ul.Gajowa",1290.0,PLN,1,yes,blok,33,one,1
76,769668464,Tychy,tychy,,Śląskie,slaskie,Kawalerka wynajem,1500.0,PLN,Parter,yes,szeregowiec,30,one,1
77,739025031,Wrocław,wroclaw,Krzyki,Dolnośląskie,dolnoslaskie,Wynajmę mieszkanie Wrocław Ołtaszyn klimatyzacja ogródek parter,2600.0,PLN,3,yes,blok,38,one,400
78,769694278,Zielona Góra,zielonagora,,Lubuskie,lubuskie,Mieszkanie os lesne zielona gora,1700.0,PLN,Parter,yes,blok,47,two,400
79,766207801,Tarnowo Podgórne,tarnowo-podgorne,,Wielkopolskie,wielkopolskie,"2 pokojowe, umeblowane z ogródkiem",2100.0,PLN,Parter,yes,apartamentowiec,45,two,400
80,680035836,Wrocław,wroclaw,Krzyki,Dolnośląskie,dolnoslaskie,Kawalerka w centrum 30 m2 z tarasem,2100.0,PLN,1,yes,apartamentowiec,30,one,1
81,764582671,Rozwory,rozwory_72183,,Pomorskie,pomorskie,Pokój/mieszkanie do wynajęcia,500.0,PLN,1,yes,szeregowiec,60,four,150
82,680030155,Żmigród,zmigrod,,Dolnośląskie,dolnoslaskie,Mieszkanie 52m2  do wynajęcia od 1 sierpnia.,2000.0,PLN,2,yes,blok,52,two,300
83,687013669,Płock,plock,,Mazowieckie,mazowieckie,"Mieszkanie na starowce 3 pokoje ,klimatyzacja",3000.0,PLN,5,yes,apartamentowiec,60,three,790
84,770497000,Kraków,krakow,Grzegórzki,Małopolskie,malopolskie,Grzegórzecka | 2 pok | 62m2,2500.0,PLN,1,no,apartamentowiec,62,two,123456
85,770496801,Nowa Sól,nowa-sol,,Lubuskie,lubuskie,Mieszkanie samotnemu Panu wynajmę .,1600.0,PLN,2,yes,wolnostojacy,44,two,500
86,767522038,Kraków,krakow,Stare Miasto,Małopolskie,malopolskie,135 m w sercu Krakowa / Idealne na biuro,7500.0,PLN,1,yes,kamienica,135,three,370
87,680138591,Bielsko-Biała,bielsko-biala,,Śląskie,slaskie,"Dwupokojowe mieszkanie w doskonałej lokalizacji, Bielsko-Biała",1800.0,PLN,8,yes,apartamentowiec,40,two,600
88,761418469,Warszawa,warszawa,Mokotów,Mazowieckie,mazowieckie,"Mokotów 48m2 ( Galeria Mokotów, Wołoska ) - Bezpośrednio",2600.0,PLN,1,yes,blok,48,two,800
89,770496596,Rybnik,rybnik,,Śląskie,slaskie,Wynajmę M3  69 m,1000.0,PLN,8,no,kamienica,69,two,400
90,769152835,Radom,radom,,Mazowieckie,mazowieckie,Wynajme mieszkanie 2 pokoje,1500.0,PLN,2,yes,blok,40,two,739
91,766463157,Poznań,poznan,Górczyn,Wielkopolskie,wielkopolskie,"Wygodny apartament 2 pokojowy z tarasem, garażem i miejscem post.",2500.0,PLN,2,yes,apartamentowiec,54.4,two,100
92,757427930,Słupsk,slupsk,,Pomorskie,pomorskie,Mikroapartamenty w centrum Słupska od  zaraz do wynającia.,1450.0,PLN,3,yes,kamienica,25,one,500
93,767644962,Olsztyn,olsztyn,,Warmińsko-mazurskie,warminsko-mazurskie,Mieszkanie do wynajęcia,1400.0,PLN,Parter,yes,blok,37,two,350
94,744223183,Ełk,elk,,Warmińsko-mazurskie,warminsko-mazurskie,"Mieszkanie 37,5 m2 do wynajęcia Ełk, ul. Kościuszki",1400.0,PLN,2,yes,kamienica,37.5,two,1000
95,753384120,Gorzów Wielkopolski,gorzow,,Lubuskie,lubuskie,"Mieszkanie 3 pokojowe do wynajęcia, wynajem",2500.0,PLN,4,yes,kamienica,68,three,550
96,764066832,Kraków,krakow,Stare Miasto,Małopolskie,malopolskie,Mieszkanie 53 m2 przy ul. Wawrzyńca 19,3800.0,PLN,4,yes,blok,53,two,350
97,770495959,Wrocław,wroclaw,Fabryczna,Dolnośląskie,dolnoslaskie,Kawalerka 35m2 Wrocław Legnicka wysoki standard,2500.0,PLN,4,yes,apartamentowiec,35,one,500
98,770496276,Toruń,torun,,Kujawsko-pomorskie,kujawsko-pomorskie,Kawalerka NOWA ul. Targowa FV,1367.0,PLN,5,yes,blok,25,one,450
99,770087029,Warszawa,warszawa,Włochy,Mazowieckie,mazowieckie,"Raków: 2 pokoje, Bakalarska - 5 piętro z balkonem",2900.0,PLN,Parter,yes,apartamentowiec,45,two,240
100,770086834,Iława,ilawa,,Warmińsko-mazurskie,warminsko-mazurskie,"Wynajmę Apartament od września 2 sypialnie +salon z kuchnią ,garaż",2400.0,PLN,2,yes,apartamentowiec,58,three,300
101,757109468,Opatów,opatow,,Świętokrzyskie,swietokrzyskie,"Wynajem mieszkania, Kozi Rynek, Opatów - 3 pokoje.",1200.0,PLN,3,yes,blok,69,three,1
102,770495701,Włocławek,wloclawek,,Kujawsko-pomorskie,kujawsko-pomorskie,Wynajmę dwu pokojowe mieszkanie na  osiedlu Zazamcze,1100.0,PLN,Parter,yes,blok,33,two,490
103,770050441,Włocławek,wloclawek,,Kujawsko-pomorskie,kujawsko-pomorskie,Atrakcyjne M2 dostępne od zaraz,2400.0,PLN,Parter,yes,blok,44,two,300
104,769792611,Nowy Sącz,nowy-sacz,,Małopolskie,malopolskie,"Do wynajęcia mieszkanie wynajmę, 60 m2, Nowy Sącz, Kaduk, na wynajem",2000.0,PLN,Powyżej 10,yes,blok,59.41,four,420
105,693558031,Słupsk,slupsk,,Pomorskie,pomorskie,Mieszkanie trzypokojowe z ogródkiem przy ul. Braille'a,3500.0,PLN,Parter,yes,apartamentowiec,74,three,700
106,763929214,Olsztyn,olsztyn,,Warmińsko-mazurskie,warminsko-mazurskie,Słoneczna Kawalerka w standardzie Premium ul. Dworcowa,1400.0,PLN,1,yes,blok,24,one,230
107,770495188,Siemianowice Śląskie,siemianowice-slaskie,,Śląskie,slaskie,Wynajmę mieszkanie,1700.0,PLN,3,no,blok,39,two,300
108,730413490,Radom,radom,,Mazowieckie,mazowieckie,Promocja - szczegóły w ogłoszeniu. Kawalerka do wynajęcia w  Radomiu,1400.0,PLN,1,yes,blok,25,one,700
109,762563301,Katowice,katowice,Wełnowiec-Józefowiec,Śląskie,slaskie,Wynajmę kawalerkę Siemianowice Śl os Tuwima,1190.0,PLN,Parter,yes,blok,34,one,1
110,770004138,Poznań,poznan,Rataje,Wielkopolskie,wielkopolskie,"3-pokoje na Ratajach, 50m2, blisko Politechniki, dla studentów",2800.0,PLN,5,yes,blok,55,three,1
111,769881609,Katowice,katowice,Śródmieście,Śląskie,slaskie,Katowice mieszkanie dwa pokoje garderoba centrum parter.,2400.0,PLN,1,yes,kamienica,48,two,520
112,755203356,Warszawa,warszawa,Śródmieście,Mazowieckie,mazowieckie,Do wynajęcia mieszkanie przy Placu Grzybowskim od 1 września,2300.0,PLN,Parter,yes,blok,28,one,1
113,766645552,Kraków,krakow,Podgórze,Małopolskie,malopolskie,Dwa pokoje pet friendly przy Bonarka City Center,2650.0,PLN,Parter,yes,blok,37.3,two,300
114,761718108,Pleszew,pleszew,,Wielkopolskie,wielkopolskie,Mieszkanie do wynajęcia,1700.0,PLN,Parter,no,pozostale,70,three,550
115,770494400,Kraków,krakow,Bieńczyce,Małopolskie,malopolskie,Wynajmę kawalerkę 24m2 Fatimska Bieńczyce,1500.0,PLN,6,yes,blok,24,one,410
116,768941928,Elbląg,elblag,,Warmińsko-mazurskie,warminsko-mazurskie,Mieszkanie 2 pokojowe po generalnym remoncie przy rynku,1750.0,PLN,3,yes,blok,43,two,1
117,730717325,Poznań,poznan,Winiary,Wielkopolskie,wielkopolskie,Przytulne 2-pokojowe mieszkanie Winogrady - Przyjaźni na wynajem,2350.0,PLN,2,yes,blok,40,two,1
118,768818697,Siemianowice Śląskie,siemianowice-slaskie,,Śląskie,slaskie,"Wynajmę mieszkanie 44 m2, Siemianowice Śl. - Michałkowice -1650",1650.0,PLN,1,yes,blok,44,two,348
119,770494843,Gdańsk,gdansk,Wrzeszcz,Pomorskie,pomorskie,Mieszkanie Wrzeszcz Quattro Towers - do wynajęcia!,3800.0,PLN,3,yes,blok,55,two,1
120,770494372,Lublin,lublin,,Lubelskie,lubelskie,wynajmę mieszkanie,2500.0,PLN,2,yes,blok,62,three,490
121,761279311,Jagarzewo,jagarzewo,,Warmińsko-mazurskie,warminsko-mazurskie,Adaptacja budynku na mieszkanie 2 pokojowe 65 m2 lub na agroturystyke,10.0,PLN,4,yes,blok,45.56,two,400
122,769288557,Dębica,debica,,Podkarpackie,podkarpackie,"Mieszkanie 2 pokojowe, klimatyzacja 
,garaż - wynajmę",1100.0,PLN,6,yes,blok,70,three,295
123,764010160,Sosnowiec,sosnowiec,,Śląskie,slaskie,3 pokojowe mieszkanie na ulicy Struga w Sosnowcu.,2000.0,PLN,2,yes,blok,47,two,530
124,754636606,Jelenia Góra,jelenia-gora,Centrum,Dolnośląskie,dolnoslaskie,Wynajmę mieszkanie 2 pokoje po remoncie ZABOBRZE,1800.0,PLN,2,yes,apartamentowiec,40,two,
125,770493710,Warszawa,warszawa,Mokotów,Mazowieckie,mazowieckie,2 pokojowe z garażem w cenie przy ul. Kłobuckiej na Mokotowie.,2500.0,PLN,,yes,kamienica,92.5,three,
126,765625796,Pabianice,pabianice,,Łódzkie,lodzkie,"Mieszkanie 92,5 mkw. do wynajęcia. Pabianice",2500.0,PLN,,yes,blok,52,three,
127,770493442,Bielsko-Biała,bielsko-biala,,Śląskie,slaskie,Mieszkanie 3pok. z balkonem 2pietro/Os. Górne przedmieście /niski blok,2200.0,PLN,,,,,,
128,767388999,Sopot,sopot,Górny Sopot,Pomorskie,pomorskie,"Mieszkanie świeżo po remoncie (Sopot Górny, 50m2, 3 000zł)",3000.0,PLN,2,yes,pozostale,50,two,300
129,770114579,Gliwice,gliwice,Trynek,Śląskie,slaskie,Wynajmę mieszkanie,1300.0,PLN,3,yes,pozostale,30,one,560
130,770107552,Kraków,krakow,Prądnik Czerwony,Małopolskie,malopolskie,pokój Bociana w mieszkaniu dwupokojowym,1100.0,PLN,1,yes,blok,55,two,250
131,770493403,Tarnów,tarnow,,Małopolskie,malopolskie,"Mieszkanie 3 pokoje ul. Św. Ducha, Tarnów.",1600.0,PLN,1,yes,kamienica,62,three,400
132,676019072,Poznań,poznan,Naramowice,Wielkopolskie,wielkopolskie,Kawalerka  wynajem Naramowice Piątkowo  UAM  Kampus,1700.0,PLN,6,yes,wolnostojacy,30,one,1
133,770493764,Poznań,poznan,Grunwald,Wielkopolskie,wielkopolskie,mieszkanie do wynajmu bezposrednio.Oś.Kopernika,2900.0,PLN,3,no,blok,64,three,500
134,694125997,Radomierz,radomierz,,Dolnośląskie,dolnoslaskie,wynajmę mieszkanie również na okresy krótkoterminowe,1500.0,PLN,2,yes,wolnostojacy,60,two,1
135,770493251,Gdańsk,gdansk,,Pomorskie,pomorskie,Nowe dwupokojowe mieszkanie Park Emilii,3000.0,PLN,2,no,blok,41,two,1
136,703348356,Płock,plock,,Mazowieckie,mazowieckie,Kawalerka do wynajecia na audio river,1500.0,PLN,2,yes,blok,20,one,290
137,682275851,Katowice,katowice,Ligota-Panewniki,Śląskie,slaskie,Kawalerka os. Franciszkańskie,1500.0,PLN,Parter,yes,blok,30,one,120
138,770492374,Biskupiec,biskupiec,,Warmińsko-mazurskie,warminsko-mazurskie,Kawalerka po remoncie - gotowe do zamieszkania,900.0,PLN,1,yes,blok,29,one,3500
139,770492639,Poznań,poznan,Jeżyce,Wielkopolskie,wielkopolskie,Wynajmę kawalerkę blisko centrum,1450.0,PLN,2,yes,blok,28,one,1600
140,750567924,Mława,mlawa,,Mazowieckie,mazowieckie,Mieszkanie do wynajęcia Mława Rzęgnowska 13,2800.0,PLN,2,yes,apartamentowiec,70,three,490
141,770271106,Sosnowiec,sosnowiec,,Śląskie,slaskie,"Dom, szeregowiec,mieszkanie",3500.0,PLN,4,no,szeregowiec,100,three,500
142,770360370,Starogard Gdański,starogard-gdanski,,Pomorskie,pomorskie,Umeblowane dwupokojowe mieszkanie na II piętrze,1600.0,PLN,1,yes,blok,52,two,350
143,770043300,Białystok,bialystok,Antoniuk,Podlaskie,podlaskie,Wynajmę mieszkanie,1400.0,PLN,5,yes,blok,42,two,1
144,770491839,Gdynia,gdynia,Dąbrowa,Pomorskie,pomorskie,Mieszkanie Gdynia Dąbrowa wynajem długoterminowy,2500.0,PLN,7,yes,blok,43,two,350
145,764456869,Kraków,krakow,Stare Miasto,Małopolskie,malopolskie,Karmelicka - Old Town - City Center - 55m2,3000.0,PLN,5,yes,kamienica,55,two,430
146,770491379,Warszawa,warszawa,Wola,Mazowieckie,mazowieckie,Wysoki standard z klimatyzacją blisko Centrum,7000.0,PLN,Parter,yes,apartamentowiec,64,three,1
147,770491328,Olsztyn,olsztyn,,Warmińsko-mazurskie,warminsko-mazurskie,"Do wynajęcia mieszkanie(2 pokoje, balkon, parking, telewizor, Internet",2200.0,PLN,2,yes,blok,36,two,700
148,770491201,Żory,zory,,Śląskie,slaskie,Wynajme kawalerka,1100.0,PLN,4,yes,blok,32,two,1
149,709057691,Katowice,katowice,Piotrowice-Ochojec,Śląskie,slaskie,Dwupokojowe Mieszkanie Bażantów,2000.0,PLN,Parter,yes,blok,44,two,330
150,770491067,Kraków,krakow,Czyżyny,Małopolskie,malopolskie,Do wynajmu 2 pokojowe mieszkanie Na zakolu Wisły,2500.0,PLN,4,yes,apartamentowiec,40,two,400
151,767819789,Lublin,lublin,,Lubelskie,lubelskie,"4 pokoje,nieumeblowane, Zgodna boczna Łęczyńskiej",2800.0,PLN,3,no,apartamentowiec,68,four,900
152,770489852,Łódź,lodz,Śródmieście,Łódzkie,lodzkie,"Mieszkanie 2 pokojowe, Śródmieście Łodzi",2000.0,PLN,3,yes,kamienica,30,two,170
153,762445389,Ełk,elk,,Warmińsko-mazurskie,warminsko-mazurskie,Mieszkanie do wynajęcia,2500.0,PLN,Parter,yes,blok,68,three,300
154,769886638,Warszawa,warszawa,Ochota,Mazowieckie,mazowieckie,Mieszkanie trzypokojowe na Szczęśliwicach,4300.0,PLN,2,yes,apartamentowiec,67,three,310
155,645983773,Radomsko,radomsko,,Łódzkie,lodzkie,"Nowe Mieszkanie 36m2, Osiedle Słoneczne",1950.0,PLN,4,yes,blok,36,two,199
